product_id,sku,group_name,entertainment,product_name,category,price_twd,currency,stock,release_date,image_url,thumbnail_url,description,official_licensed,limited_edition,preorder,rating,sold_count,weight_g,dimensions,country_of_origin,material,max_purchase_qty,shipping_days_estimate,tags,last_updated,status
62,AESPA-00062,aespa,SM,aespa 2nd Full Album,Album,470,TWD,170,2024/8/31,https://cdn.example.com/HW3/aespa/62.jpg,https://cdn.example.com/HW3/aespa/62_thumb.jpg,aespa 正版專輯，含 64p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,4.8,3136,635,180×250×25 mm,KR,紙類,5,5,"album,aespa,official",2025/10/3,in_stock
63,AESPA-00063,aespa,SM,aespa Official Light Stick Ver.4,Light Stick,2360,TWD,171,2020/9/3,https://cdn.example.com/HW3/aespa/63.jpg,https://cdn.example.com/HW3/aespa/63_thumb.jpg,aespa 官方應援棒 ，支援藍牙與演唱會同步，附收納袋與腕繩。 版本：ver. 4,TRUE,FALSE,TRUE,4.8,1748,508,105×105×250 mm,KR,塑膠/ABS,3,7,"light stick,aespa,official",2025/10/3,in_stock
64,AESPA-00064,aespa,SM,aespa 1st Full Album,Album,510,TWD,130,2024/7/31,https://cdn.example.com/HW3/aespa/64.jpg,https://cdn.example.com/HW3/aespa/64_thumb.jpg,aespa 正版專輯，含 72p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,4.2,2380,351,180×250×25 mm,KR,紙類,3,7,"album,aespa,official",2025/10/3,in_stock
65,AESPA-00065,aespa,SM,aespa Photocard Set (Random 1 of 9),Photocard,770,TWD,123,2022/3/21,https://cdn.example.com/HW3/aespa/65.jpg,https://cdn.example.com/HW3/aespa/65_thumb.jpg,官方小卡套組，共 9 張，隨機成員與造型，採硬卡霧面膜。,TRUE,TRUE,FALSE,4.3,2196,113,55×85 mm（單張）,KR,紙類,2,2,"photocard,aespa,official",2025/10/3,in_stock
66,AESPA-00066,aespa,SM,aespa 2nd Full Album,Album,800,TWD,191,2025/4/3,https://cdn.example.com/HW3/aespa/66.jpg,https://cdn.example.com/HW3/aespa/66_thumb.jpg,aespa 正版專輯，含 96p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.4,4443,413,180×250×25 mm,KR,紙類,5,5,"album,aespa,official",2025/10/3,in_stock
67,AESPA-00067,aespa,SM,aespa 1st Mini Album,Album,970,TWD,38,2020/4/15,https://cdn.example.com/HW3/aespa/67.jpg,https://cdn.example.com/HW3/aespa/67_thumb.jpg,aespa 正版專輯，含 88p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.9,4829,478,180×250×25 mm,KR,紙類,1,7,"album,aespa,official",2025/10/3,in_stock
68,AESPA-00068,aespa,SM,aespa Special Photocard Pack,Photocard,690,TWD,135,2021/12/18,https://cdn.example.com/HW3/aespa/68.jpg,https://cdn.example.com/HW3/aespa/68_thumb.jpg,官方小卡套組，共 8 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.4,4815,176,55×85 mm（單張）,KR,紙類,5,7,"photocard,aespa,official",2025/10/3,in_stock
69,AESPA-00069,aespa,SM,aespa Photocard Set (Random 1 of 9),Photocard,480,TWD,97,2023/9/27,https://cdn.example.com/HW3/aespa/69.jpg,https://cdn.example.com/HW3/aespa/69_thumb.jpg,官方小卡套組，共 12 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.5,4078,132,55×85 mm（單張）,KR,紙類,3,7,"photocard,aespa,official",2025/10/3,in_stock
70,AESPA-00070,aespa,SM,aespa Mini Light Stick Keyring,Keyring,220,TWD,95,2020/12/26,https://cdn.example.com/HW3/aespa/70.jpg,https://cdn.example.com/HW3/aespa/70_thumb.jpg,官方鑰匙圈，小巧耐用，適合掛於包袋或鑰匙。,TRUE,FALSE,FALSE,4.8,4235,59,40×70 mm,KR,塑膠/ABS,1,7,"keyring,aespa,official",2025/10/3,in_stock
71,LESSERAFIM-00071,LE SSERAFIM,HYBE,LE SSERAFIM Doublesided Slogan,Banner,460,TWD,147,2023/1/20,https://cdn.example.com/HW3/LESSERAFIM/71.jpg,https://cdn.example.com/HW3/LESSERAFIM/71_thumb.jpg,官方應援手幅，雙面印刷，防潑水布料，演唱會/簽售適用。,TRUE,FALSE,FALSE,4.7,442,106,200×600 mm,KR,紙類,2,4,"banner,lesserafim,official",2025/10/3,in_stock
72,LESSERAFIM-00072,LE SSERAFIM,HYBE,LE SSERAFIM Hoodie,Apparel/Hoodie,2400,TWD,46,2024/9/19,https://cdn.example.com/HW3/LESSERAFIM/72.jpg,https://cdn.example.com/HW3/LESSERAFIM/72_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,TRUE,FALSE,4.8,1317,537,依尺寸而定,KR,棉/聚酯纖維,3,6,"apparel,lesserafim,official",2025/10/3,in_stock
73,LESSERAFIM-00073,LE SSERAFIM,HYBE,LE SSERAFIM Special Single Album,Album,470,TWD,180,2022/8/29,https://cdn.example.com/HW3/LESSERAFIM/73.jpg,https://cdn.example.com/HW3/LESSERAFIM/73_thumb.jpg,LE SSERAFIM 正版專輯，含 64p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,4.8,4188,586,180×250×25 mm,KR,紙類,3,5,"album,lesserafim,official",2025/10/3,in_stock
74,LESSERAFIM-00074,LE SSERAFIM,HYBE,LE SSERAFIM Photocard Binder Set,Photocard,530,TWD,113,2022/10/24,https://cdn.example.com/HW3/LESSERAFIM/74.jpg,https://cdn.example.com/HW3/LESSERAFIM/74_thumb.jpg,官方小卡套組，共 9 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.8,1138,150,55×85 mm（單張）,KR,紙類,1,4,"photocard,lesserafim,official",2025/10/3,in_stock
75,LESSERAFIM-00075,LE SSERAFIM,HYBE,LE SSERAFIM Photocard Binder Set,Photocard,780,TWD,83,2024/11/5,https://cdn.example.com/HW3/LESSERAFIM/75.jpg,https://cdn.example.com/HW3/LESSERAFIM/75_thumb.jpg,官方小卡套組，共 10 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.4,4828,180,55×85 mm（單張）,KR,紙類,5,3,"photocard,lesserafim,official",2025/10/3,in_stock
76,LESSERAFIM-00076,LE SSERAFIM,HYBE,LE SSERAFIM Hoodie,Apparel/Hoodie,2210,TWD,210,2025/2/4,https://cdn.example.com/HW3/LESSERAFIM/76.jpg,https://cdn.example.com/HW3/LESSERAFIM/76_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.5,1565,350,依尺寸而定,KR,棉/聚酯纖維,2,6,"apparel,lesserafim,official",2025/10/3,in_stock
77,LESSERAFIM-00077,LE SSERAFIM,HYBE,LE SSERAFIM Official Light Stick Ver.4,Light Stick,1850,TWD,113,2024/2/20,https://cdn.example.com/HW3/LESSERAFIM/77.jpg,https://cdn.example.com/HW3/LESSERAFIM/77_thumb.jpg,LE SSERAFIM 官方應援棒 ，支援藍牙與演唱會同步，附收納袋與腕繩。 版本：ver. 4,TRUE,FALSE,FALSE,4.7,1266,471,105×105×250 mm,KR,塑膠/ABS,5,2,"light stick,lesserafim,official",2025/10/3,in_stock
78,LESSERAFIM-00078,LE SSERAFIM,HYBE,LE SSERAFIM Repackage Album,Album,450,TWD,18,2024/7/24,https://cdn.example.com/HW3/LESSERAFIM/78.jpg,https://cdn.example.com/HW3/LESSERAFIM/78_thumb.jpg,LE SSERAFIM 正版專輯，含 64p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.7,1284,619,180×250×25 mm,KR,紙類,1,5,"album,lesserafim,official",2025/10/3,in_stock
79,LESSERAFIM-00079,LE SSERAFIM,HYBE,LE SSERAFIM Photocard Binder Set,Photocard,620,TWD,181,2024/3/25,https://cdn.example.com/HW3/LESSERAFIM/79.jpg,https://cdn.example.com/HW3/LESSERAFIM/79_thumb.jpg,官方小卡套組，共 10 張，隨機成員與造型，採硬卡霧面膜。,TRUE,TRUE,FALSE,4.7,4391,168,55×85 mm（單張）,KR,紙類,5,4,"photocard,lesserafim,official",2025/10/3,in_stock
80,LESSERAFIM-00080,LE SSERAFIM,HYBE,LE SSERAFIM Concert Poster,Poster,480,TWD,32,2025/6/18,https://cdn.example.com/HW3/LESSERAFIM/80.jpg,https://cdn.example.com/HW3/LESSERAFIM/80_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,FALSE,FALSE,4.4,1883,129,520×770 mm（筒裝）,KR,紙類,1,5,"poster,lesserafim,official",2025/10/3,in_stock
81,NCT127-00081,NCT 127,SM,NCT 127 Mini Light Stick Keyring,Keyring,560,TWD,57,2020/12/22,https://cdn.example.com/HW3/NCT127/81.jpg,https://cdn.example.com/HW3/NCT127/81_thumb.jpg,官方鑰匙圈，小巧耐用，適合掛於包袋或鑰匙。,TRUE,FALSE,FALSE,4.2,479,36,40×70 mm,KR,塑膠/ABS,3,4,"keyring,nct127,official",2025/10/3,in_stock
82,NCT127-00082,NCT 127,SM,NCT 127 Official Light Stick Ver.2,Light Stick,2290,TWD,189,2022/5/7,https://cdn.example.com/HW3/NCT127/82.jpg,https://cdn.example.com/HW3/NCT127/82_thumb.jpg,NCT 127 官方應援棒 Ver.2，支援藍牙與演唱會同步，附收納袋與腕繩。,TRUE,FALSE,FALSE,4.3,3153,455,105×105×250 mm,KR,塑膠/ABS,2,5,"light stick,nct127,official",2025/10/3,in_stock
83,NCT127-00083,NCT 127,SM,NCT 127 Official Slogan Banner,Banner,370,TWD,80,2023/2/25,https://cdn.example.com/HW3/NCT127/83.jpg,https://cdn.example.com/HW3/NCT127/83_thumb.jpg,官方應援手幅，雙面印刷，防潑水布料，演唱會/簽售適用。,TRUE,FALSE,FALSE,4.9,3831,159,200×600 mm,KR,紙類,3,7,"banner,nct127,official",2025/10/3,in_stock
84,NCT127-00084,NCT 127,SM,NCT 127 Tour Tshirt,Apparel/Tour Tshirt,1250,TWD,91,2022/8/3,https://cdn.example.com/HW3/NCT127/84.jpg,https://cdn.example.com/HW3/NCT127/84_thumb.jpg,官方周邊 Tour Tshirt，100% 精梳棉，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.4,2494,356,依尺寸而定,KR,棉/聚酯纖維,2,5,"apparel,nct127,official",2025/10/3,in_stock
85,NCT127-00085,NCT 127,SM,NCT 127 Photocard Set (Random 1 of 9),Photocard,500,TWD,162,2020/1/10,https://cdn.example.com/HW3/NCT127/85.jpg,https://cdn.example.com/HW3/NCT127/85_thumb.jpg,官方小卡套組，共 9 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.2,3262,153,55×85 mm（單張）,KR,紙類,3,2,"photocard,nct127,official",2025/10/3,in_stock
86,NCT127-00086,NCT 127,SM,NCT 127 Cap,Apparel/Cap,650,TWD,142,2024/5/10,https://cdn.example.com/HW3/NCT127/86.jpg,https://cdn.example.com/HW3/NCT127/86_thumb.jpg,官方周邊 Cap，棉質，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.8,1905,490,依尺寸而定,KR,棉/聚酯纖維,3,3,"apparel,nct127,official",2025/10/3,in_stock
87,NCT127-00087,NCT 127,SM,NCT 127 Limited Poster,Poster,330,TWD,39,2023/1/17,https://cdn.example.com/HW3/NCT127/87.jpg,https://cdn.example.com/HW3/NCT127/87_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,FALSE,FALSE,4.4,3631,155,520×770 mm（筒裝）,KR,紙類,1,6,"poster,nct127,official",2025/10/3,in_stock
88,NCT127-00088,NCT 127,SM,NCT 127 Official Light Stick Ver.2,Light Stick,1800,TWD,121,2024/5/19,https://cdn.example.com/HW3/NCT127/88.jpg,https://cdn.example.com/HW3/NCT127/88_thumb.jpg,NCT 127 官方應援棒 Ver.2，支援藍牙與演唱會同步，附收納袋與腕繩。,TRUE,TRUE,FALSE,4.6,3017,433,105×105×250 mm,KR,塑膠/ABS,3,3,"light stick,nct127,official",2025/10/3,in_stock
89,NCT127-00089,NCT 127,SM,NCT 127 Season's Single,Album,470,TWD,51,2016/11/4,https://cdn.example.com/HW3/NCT127/89.jpg,https://cdn.example.com/HW3/NCT127/89_thumb.jpg,NCT 127 正版專輯，含 84p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.7,3275,589,180×250×25 mm,KR,紙類,3,2,"album,nct127,official",2025/10/3,in_stock
90,NCT127-00090,NCT 127,SM,NCT 127 Photocard Set (Random 1 of 9),Photocard,570,TWD,109,2021/2/5,https://cdn.example.com/HW3/NCT127/90.jpg,https://cdn.example.com/HW3/NCT127/90_thumb.jpg,官方小卡套組，共 10 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.7,3063,95,55×85 mm（單張）,KR,紙類,1,7,"photocard,nct127,official",2025/10/3,in_stock
91,ITZY-00091,ITZY,JYP,ITZY 1st Mini Album,Album,970,TWD,177,2019/9/16,https://cdn.example.com/HW3/ITZY/91.jpg,https://cdn.example.com/HW3/ITZY/91_thumb.jpg,ITZY 正版專輯，含 96p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.4,3364,463,180×250×25 mm,KR,紙類,1,3,"album,itzy,official",2025/10/3,in_stock
92,ITZY-00092,ITZY,JYP,ITZY 1st Mini Album,Album,470,TWD,152,2021/8/19,https://cdn.example.com/HW3/ITZY/92.jpg,https://cdn.example.com/HW3/ITZY/92_thumb.jpg,ITZY 正版專輯，含 84p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,TRUE,FALSE,4.7,4445,399,180×250×25 mm,KR,紙類,5,6,"album,itzy,official",2025/10/3,in_stock
93,ITZY-00093,ITZY,JYP,ITZY Photocard Set (Random 1 of 9),Photocard,640,TWD,172,2024/6/27,https://cdn.example.com/HW3/ITZY/93.jpg,https://cdn.example.com/HW3/ITZY/93_thumb.jpg,官方小卡套組，共 12 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.2,3055,92,55×85 mm（單張）,KR,紙類,2,5,"photocard,itzy,official",2025/10/3,in_stock
94,ITZY-00094,ITZY,JYP,ITZY Tour Tshirt,Apparel/Tour Tshirt,1170,TWD,154,2023/2/13,https://cdn.example.com/HW3/ITZY/94.jpg,https://cdn.example.com/HW3/ITZY/94_thumb.jpg,官方周邊 Tour Tshirt，100% 精梳棉，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.2,2280,230,依尺寸而定,KR,棉/聚酯纖維,2,2,"apparel,itzy,official",2025/10/3,in_stock
95,ITZY-00095,ITZY,JYP,ITZY Acrylic Character Keyring,Keyring,250,TWD,179,2021/5/18,https://cdn.example.com/HW3/ITZY/95.jpg,https://cdn.example.com/HW3/ITZY/95_thumb.jpg,官方鑰匙圈，小巧耐用，適合掛於包袋或鑰匙。,TRUE,FALSE,FALSE,4.2,2752,72,40×70 mm,KR,塑膠/ABS,2,3,"keyring,itzy,official",2025/10/3,in_stock
96,ITZY-00096,ITZY,JYP,ITZY Photocard Set (Random 1 of 9),Photocard,720,TWD,68,2025/3/20,https://cdn.example.com/HW3/ITZY/96.jpg,https://cdn.example.com/HW3/ITZY/96_thumb.jpg,官方小卡套組，共 8 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.4,1228,177,55×85 mm（單張）,KR,紙類,1,4,"photocard,itzy,official",2025/10/3,in_stock
97,ITZY-00097,ITZY,JYP,ITZY Photocard Set (Random 1 of 9),Photocard,580,TWD,43,2020/12/15,https://cdn.example.com/HW3/ITZY/97.jpg,https://cdn.example.com/HW3/ITZY/97_thumb.jpg,官方小卡套組，共 9 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,TRUE,4.2,1969,112,55×85 mm（單張）,KR,紙類,3,2,"photocard,itzy,official",2025/10/3,in_stock
98,ITZY-00098,ITZY,JYP,ITZY 1st Mini Album,Album,890,TWD,136,2019/9/18,https://cdn.example.com/HW3/ITZY/98.jpg,https://cdn.example.com/HW3/ITZY/98_thumb.jpg,ITZY 正版專輯，含 72p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,FALSE,4.7,3722,408,180×250×25 mm,KR,紙類,2,6,"album,itzy,official",2025/10/3,in_stock
99,ITZY-00099,ITZY,JYP,ITZY 2nd Full Album,Album,410,TWD,124,2023/7/4,https://cdn.example.com/HW3/ITZY/99.jpg,https://cdn.example.com/HW3/ITZY/99_thumb.jpg,ITZY 正版專輯，含 88p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,4.9,622,595,180×250×25 mm,KR,紙類,1,4,"album,itzy,official",2025/10/3,in_stock
100,ITZY-00100,ITZY,JYP,ITZY Tour Tshirt,Apparel/Tour Tshirt,930,TWD,155,2025/7/25,https://cdn.example.com/HW3/ITZY/100.jpg,https://cdn.example.com/HW3/ITZY/100_thumb.jpg,官方周邊 Tour Tshirt，100% 精梳棉，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.7,2435,320,依尺寸而定,KR,棉/聚酯纖維,5,6,"apparel,itzy,official",2025/10/3,in_stock
101,Gi-dle-00101,i-dle,CUBE,i-dle Tour Tshirt,Apparel/Tour Tshirt,920,TWD,211,2025/4/20,https://cdn.example.com/HW3/i-dle/101.jpg,https://cdn.example.com/HW3/i-dle/101_thumb.jpg,官方周邊 Tour Tshirt，100% 精梳棉，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.5,1891,515,依尺寸而定,KR,棉/聚酯纖維,5,4,"apparel,i-dle,official",2025/10/3,in_stock
102,Gi-dle-00102,i-dle,CUBE,i-dle Photocard Binder Set,Photocard,670,TWD,124,2021/7/4,https://cdn.example.com/HW3/i-dle/102.jpg,https://cdn.example.com/HW3/i-dle/102_thumb.jpg,官方小卡套組，共 12 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,5,3905,92,55×85 mm（單張）,KR,紙類,1,2,"photocard,i-dle,official",2025/10/3,in_stock
103,Gi-dle-00103,i-dle,CUBE,i-dle Photocard Set (Random 1 of 9),Photocard,350,TWD,48,2022/3/7,https://cdn.example.com/HW3/i-dle/103.jpg,https://cdn.example.com/HW3/i-dle/103_thumb.jpg,官方小卡套組，共 12 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.6,2720,175,55×85 mm（單張）,KR,紙類,1,5,"photocard,i-dle,official",2025/10/3,in_stock
104,Gi-dle-00104,i-dle,CUBE,i-dle Official Light Stick Ver.4,Light Stick,1300,TWD,94,2024/9/25,https://cdn.example.com/HW3/i-dle/104.jpg,https://cdn.example.com/HW3/i-dle/104_thumb.jpg,i-dle 官方應援棒 Ver.4，支援藍牙與演唱會同步，附收納袋與腕繩。,TRUE,FALSE,FALSE,4.4,3970,423,105×105×250 mm,KR,塑膠/ABS,2,2,"light stick,i-dle,official",2025/10/3,in_stock
105,Gi-dle-00105,i-dle,CUBE,i-dle Official Light Stick Ver.3,Light Stick,1770,TWD,124,2020/7/15,https://cdn.example.com/HW3/i-dle/105.jpg,https://cdn.example.com/HW3/i-dle/105_thumb.jpg,i-dle 官方應援棒 ，支援藍牙與演唱會同步，附收納袋與腕繩。 版本：ver. 3,TRUE,FALSE,FALSE,4.9,4580,496,105×105×250 mm,KR,塑膠/ABS,1,6,"light stick,i-dle,official",2025/10/3,in_stock
106,Gi-dle-00106,i-dle,CUBE,i-dle Doublesided Slogan,Banner,260,TWD,194,2021/1/24,https://cdn.example.com/HW3/i-dle/106.jpg,https://cdn.example.com/HW3/i-dle/106_thumb.jpg,官方應援手幅，雙面印刷，防潑水布料，演唱會/簽售適用。,TRUE,FALSE,FALSE,4.5,1506,123,200×600 mm,KR,紙類,2,6,"banner,i-dle,official",2025/10/3,in_stock
107,Gi-dle-00107,i-dle,CUBE,i-dle Official Poster,Poster,270,TWD,206,2019/1/11,https://cdn.example.com/HW3/i-dle/107.jpg,https://cdn.example.com/HW3/i-dle/107_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,FALSE,FALSE,4.6,1309,127,520×770 mm（筒裝）,KR,紙類,3,4,"poster,i-dle,official",2025/10/3,in_stock
108,Gi-dle-00108,i-dle,CUBE,i-dle Special Photocard Pack,Photocard,750,TWD,55,2019/9/30,https://cdn.example.com/HW3/i-dle/108.jpg,https://cdn.example.com/HW3/i-dle/108_thumb.jpg,官方小卡套組，共 8 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,TRUE,4.3,3649,86,55×85 mm（單張）,KR,紙類,5,5,"photocard,i-dle,official",2025/10/3,in_stock
109,Gi-dle-00109,i-dle,CUBE,i-dle Hoodie,Apparel/Hoodie,2060,TWD,44,2023/9/30,https://cdn.example.com/HW3/i-dle/109.jpg,https://cdn.example.com/HW3/i-dle/109_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.7,4878,290,依尺寸而定,KR,棉/聚酯纖維,5,6,"apparel,i-dle,official",2025/10/3,in_stock
110,Gi-dle-00110,i-dle,CUBE,i-dle Official Poster,Poster,310,TWD,29,2024/9/20,https://cdn.example.com/HW3/i-dle/110.jpg,https://cdn.example.com/HW3/i-dle/110_thumb.jpg,官方海報，尺寸約 520×770 mm，厚磅銅版紙單面印刷，筒裝出貨。,TRUE,TRUE,FALSE,4.4,1144,221,520×770 mm（筒裝）,KR,紙類,3,4,"poster,i-dle,official",2025/10/3,in_stock
111,NEWJEANS-00111,NewJeans,HYBE,NewJeans Official Light Stick Ver.1,Light Stick,2080,TWD,112,2022/9/22,https://cdn.example.com/HW3/NewJeans/111.jpg,https://cdn.example.com/HW3/NewJeans/111_thumb.jpg,NewJeans 官方應援棒 ，支援藍牙與演唱會同步，附收納袋與腕繩。 版本：ver. 1,TRUE,FALSE,FALSE,4.6,2921,394,105×105×250 mm,KR,塑膠/ABS,1,5,"light stick,newjeans,official",2025/10/3,in_stock
112,NEWJEANS-00112,NewJeans,HYBE,NewJeans Official Slogan Banner,Banner,470,TWD,34,2024/7/30,https://cdn.example.com/HW3/NewJeans/112.jpg,https://cdn.example.com/HW3/NewJeans/112_thumb.jpg,官方應援手幅，雙面印刷，防潑水布料，演唱會/簽售適用。,TRUE,FALSE,FALSE,4.7,3441,102,200×600 mm,KR,紙類,3,2,"banner,newjeans,official",2025/10/3,in_stock
113,NEWJEANS-00113,NewJeans,HYBE,NewJeans Hoodie,Apparel/Hoodie,1850,TWD,132,2025/6/19,https://cdn.example.com/HW3/NewJeans/113.jpg,https://cdn.example.com/HW3/NewJeans/113_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.3,887,590,依尺寸而定,KR,棉/聚酯纖維,2,5,"apparel,newjeans,official",2025/10/3,in_stock
114,NEWJEANS-00114,NewJeans,HYBE,NewJeans Cap,Apparel/Cap,680,TWD,205,2023/9/28,https://cdn.example.com/HW3/NewJeans/114.jpg,https://cdn.example.com/HW3/NewJeans/114_thumb.jpg,官方周邊 Cap，棉質，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.3,4201,382,依尺寸而定,KR,棉/聚酯纖維,1,6,"apparel,newjeans,official",2025/10/3,in_stock
115,NEWJEANS-00115,NewJeans,HYBE,NewJeans Hoodie,Apparel/Hoodie,2220,TWD,52,2025/8/14,https://cdn.example.com/HW3/NewJeans/115.jpg,https://cdn.example.com/HW3/NewJeans/115_thumb.jpg,官方周邊 Hoodie，80% 棉 / 20% 聚酯纖維，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.4,4954,552,依尺寸而定,KR,棉/聚酯纖維,2,7,"apparel,newjeans,official",2025/10/3,in_stock
116,NEWJEANS-00116,NewJeans,HYBE,NewJeans Season's Single,Album,930,TWD,95,2025/7/8,https://cdn.example.com/HW3/NewJeans/116.jpg,https://cdn.example.com/HW3/NewJeans/116_thumb.jpg,NewJeans 正版專輯，含 88p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,TRUE,TRUE,4.6,2500,515,180×250×25 mm,KR,紙類,3,6,"album,newjeans,official",2025/10/3,in_stock
117,NEWJEANS-00117,NewJeans,HYBE,NewJeans 2nd Mini Album,Album,810,TWD,109,2022/4/27,https://cdn.example.com/HW3/NewJeans/117.jpg,https://cdn.example.com/HW3/NewJeans/117_thumb.jpg,NewJeans 正版專輯，含 84p 寫真書、歌詞本、CD、隨機小卡 2 張（版本隨機）。,TRUE,FALSE,TRUE,4.9,759,369,180×250×25 mm,KR,紙類,5,5,"album,newjeans,official",2025/10/3,in_stock
118,NEWJEANS-00118,NewJeans,HYBE,NewJeans Cap,Apparel/Cap,640,TWD,181,2025/3/16,https://cdn.example.com/HW3/NewJeans/118.jpg,https://cdn.example.com/HW3/NewJeans/118_thumb.jpg,官方周邊 Cap，棉質，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,4.6,526,410,依尺寸而定,KR,棉/聚酯纖維,5,2,"apparel,newjeans,official",2025/10/3,in_stock
119,NEWJEANS-00119,NewJeans,HYBE,NewJeans Photocard Binder Set,Photocard,560,TWD,25,2022/12/20,https://cdn.example.com/HW3/NewJeans/119.jpg,https://cdn.example.com/HW3/NewJeans/119_thumb.jpg,官方小卡套組，共 8 張，隨機成員與造型，採硬卡霧面膜。,TRUE,FALSE,FALSE,4.6,4302,162,55×85 mm（單張）,KR,紙類,2,4,"photocard,newjeans,official",2025/10/3,in_stock
120,NEWJEANS-00120,NewJeans,HYBE,NewJeans Official Light Stick Ver.3,Light Stick,2040,TWD,28,2025/5/9,https://cdn.example.com/HW3/NewJeans/120.jpg,https://cdn.example.com/HW3/NewJeans/120_thumb.jpg,NewJeans 官方應援棒 Ver.3，支援藍牙與演唱會同步，附收納袋與腕繩。,TRUE,FALSE,FALSE,4.3,794,436,105×105×250 mm,KR,塑膠/ABS,5,4,"light stick,newjeans,official",2025/10/3,in_stock
121,ENHYPEN-00121,ENHYPEN,HYBE,ENHYPEN 3rd Mini Album,Album,950,TWD,94,2023/12/3,https://cdn.example.com/HW3/ENHYPEN/121.jpg,https://cdn.example.com/HW3/ENHYPEN/121_thumb.jpg,ENHYPEN 正版專輯，含 84p 寫真書、歌詞本、CD、隨機小卡 1 張（版本隨機）。,TRUE,FALSE,FALSE,4.5,4894,422,180×250×25 mm,KR,紙類,1,4,"album,enhypen,official",2025/10/3,in_stock
122,ENHYPEN-00122,ENHYPEN,HYBE,ENHYPEN Cap,Apparel/Cap,940,TWD,186,2021/6/7,https://cdn.example.com/HW3/ENHYPEN/122.jpg,https://cdn.example.com/HW3/ENHYPEN/122_thumb.jpg,官方周邊 Cap，棉質，常規版型，建議冷水反面清洗。,TRUE,FALSE,FALSE,5,4332,596,依尺寸而定,KR,棉/聚酯纖維,1,7,"apparel,enhypen,official",2025/10/3,in_stock
